Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
1896,4849.0,5,2,3,1964,1,1,0,961118.0,61
1897,3701.0,3,2,1,2012,3,0,0,807902.0,13
1898,3210.0,2,3,1,1974,0,2,1,921612.0,51
1899,2453.0,5,3,2,1950,2,2,1,644191.0,75
1900,4350.0,3,3,2,1934,3,3,0,416099.0,91
1901,1189.0,3,2,3,1942,2,1,0,983708.0,83
1902,2450.0,3,4,2,1928,3,3,0,594043.0,97
1903,956.0,3,2,1,1936,3,2,0,371961.0,89
1904,2630.0,4,1,1,1980,0,2,0,838525.0,45
1905,4476.0,3,2,1,1957,1,1,1,306094.0,68
1906,4744.0,4,1,1,1953,2,0,1,512753.0,72
1907,1679.0,4,4,1,1938,1,1,1,932751.0,87
1908,4785.0,3,3,3,1941,0,2,0,335084.0,84
1909,4065.0,2,3,3,1927,0,0,0,749400.0,98
1910,1382.0,3,2,1,1928,2,3,1,703002.0,97
1911,899.0,3,3,2,1942,1,2,1,141544.0,83
1912,1108.0,3,4,1,1902,0,3,0,658725.0,123
1913,2138.0,2,3,3,2015,3,0,1,405113.0,10
1914,2648.0,1,2,1,1909,3,3,1,157001.0,116
1915,1882.0,1,4,3,1958,3,2,1,137725.0,67
1916,1903.0,4,1,3,2005,1,1,0,427928.0,20
1917,1319.0,4,2,1,1913,3,3,0,160675.0,112
1918,3792.0,2,1,1,1975,3,2,1,144266.0,50
1919,1319.0,5,4,2,1946,0,2,0,321380.0,79
1920,919.0,1,2,3,1941,0,0,1,909029.0,84
1921,4719.0,4,2,2,1993,3,2,1,265196.0,32
1922,3802.0,1,4,1,1931,3,1,0,184974.0,94
1923,2008.0,2,3,3,1931,0,1,0,673944.0,94
1924,1267.0,2,2,2,1941,2,3,0,346508.0,84
1925,2544.0,5,2,2,1931,1,3,1,681359.0,94
1926,2639.0,5,1,2,1925,1,3,1,406554.0,100
1927,3529.0,2,3,1,2014,0,3,1,201168.0,11
1928,2049.0,4,1,1,1900,1,1,0,193092.0,125
1929,2264.0,1,1,1,1955,0,0,1,632761.0,70
1930,3145.0,3,3,3,2021,0,3,1,291472.0,4
1931,4216.0,5,3,1,2005,0,0,1,356297.0,20
1932,4981.0,3,4,3,1901,0,2,1,222349.0,124
1933,2793.0,4,3,2,1980,2,2,0,350646.0,45
1934,3208.0,5,2,2,1929,3,3,0,65675.0,96
1935,1400.0,3,3,1,2019,3,2,0,991869.0,6
1936,3584.0,4,4,2,2002,2,0,1,168384.0,23
1937,2509.0,1,4,1,1970,1,0,1,128229.0,55
1938,741.0,4,4,3,1951,1,2,1,663337.0,74
1939,2885.0,5,3,2,1990,3,3,0,757508.0,35
1940,4768.0,2,3,1,1908,1,0,0,401301.0,117
1941,1171.0,1,1,2,1921,3,0,0,270319.0,104
1942,663.0,3,1,2,1933,3,1,0,679999.0,92
1943,964.0,5,2,1,2009,2,3,0,684378.0,16
1944,3542.0,2,1,2,1948,1,1,1,929753.0,77
1945,2942.0,4,2,2,1900,2,2,0,776262.0,125
1946,2855.0,2,4,2,1972,3,2,0,862897.0,53
1947,4778.0,5,1,2,1983,3,1,0,868718.0,42
1948,3057.0,5,3,3,1952,3,3,1,104795.0,73
1949,1045.0,2,1,2,1982,0,0,0,420283.0,43
1950,4335.0,4,2,2,1999,0,2,0,784543.0,26
1951,1093.0,2,1,1,2023,0,3,0,153845.0,2
1952,4304.0,5,4,3,1939,2,3,1,362130.0,86
1953,1959.0,5,3,1,1944,3,2,1,387540.0,81
1954,3993.0,3,2,1,1967,1,2,0,891610.0,58
1955,3101.0,3,3,1,1908,2,3,0,847177.0,117
1956,2944.0,1,3,3,2004,2,0,0,828520.0,21
1957,3172.0,5,2,1,1921,2,1,0,303730.0,104
1958,4700.0,3,3,1,1917,1,2,1,253426.0,108
1959,516.0,2,3,1,1975,3,1,0,916069.0,50
1960,3691.0,4,1,2,2005,0,3,1,972532.0,20
1961,892.0,2,3,1,1942,3,1,0,279333.0,83
1962,924.0,4,3,3,1938,3,0,1,622854.0,87
1963,1071.0,3,3,3,1972,2,3,1,880154.0,53
1964,4131.0,1,3,2,1905,2,0,0,923055.0,120
1965,1620.0,2,2,3,1982,2,3,1,423218.0,43
1966,741.0,2,4,3,1947,0,0,0,649262.0,78
1967,4397.0,2,1,2,2010,0,3,1,526908.0,15
1968,4595.0,4,3,1,1906,0,0,1,396228.0,119
1969,2779.0,3,3,2,1979,3,3,0,220951.0,46
1970,1288.0,2,2,1,1968,2,0,0,467983.0,57
1971,1214.0,2,4,1,1915,1,3,1,298595.0,110
1972,3349.0,1,3,3,1900,3,0,1,953785.0,125
1973,1275.0,1,2,2,2014,0,2,0,678705.0,11
1974,4526.0,3,1,3,1936,1,1,0,904531.0,89
1975,2747.0,3,1,3,2002,1,3,0,229729.0,23
1976,578.0,5,3,1,1982,2,0,1,189570.0,43
1977,4426.0,1,3,3,2017,1,2,0,254739.0,8
1978,1355.0,5,4,2,1936,0,3,0,337251.0,89
1979,2648.0,4,4,3,1980,2,3,1,734153.0,45
1980,1531.0,5,3,3,1963,1,3,0,970200.0,62
1981,3771.0,2,2,1,1989,2,1,0,890271.0,36
1982,4076.0,5,4,2,1985,1,0,0,663529.0,40
1983,4682.0,3,3,3,1961,3,0,0,597685.0,64
1984,3956.0,4,4,1,1971,3,3,1,581992.0,54
1985,4006.0,2,3,3,1960,0,3,0,852874.0,65
1986,907.0,5,1,2,1932,3,3,0,769148.0,93
1987,3211.0,4,3,3,1965,3,2,0,179576.0,60
1988,3588.0,4,1,3,1929,3,3,0,59765.0,96
1989,2168.0,2,4,1,2010,1,1,0,427972.0,15
1990,647.0,5,3,3,1919,1,0,0,60002.0,106
1991,4827.0,4,4,1,1959,2,1,1,834141.0,66
1992,4397.0,4,1,2,1981,1,3,1,847822.0,44
1993,2450.0,1,3,3,2006,3,2,1,225508.0,19
1994,865.0,4,4,2,2020,1,3,0,308446.0,5
1995,2174.0,1,1,2,1973,0,3,0,527698.0,52
1996,4994.0,5,4,3,1923,2,3,0,295620.0,102
1997,3046.0,5,2,1,2019,2,3,1,580929.0,6
1998,1062.0,5,1,2,1903,1,3,0,476925.0,122
1999,4062.0,3,1,2,1936,3,0,1,161119.0,89
2000,2989.0,5,1,3,1903,2,1,0,482525.0,122
